Data Source in SDW: https://sdw.ecb.europa.eu/browse.do?node=9691296
,EXR.D.GBP.EUR.SP00.A
,"ECB reference exchange rate, UK pound sterling/Euro, 2:15 pm (C.E.T.)"
Collection:,Average of observations through period (A)
Period\Unit:,[UK pound sterling ]
2019-03-04,0.85775
2019-03-01,0.85968
2019-02-28,0.85835
2019-02-27,0.85503
2019-02-26,0.86055
2019-02-25,0.86828
2019-02-22,0.87263
2019-02-21,0.86805
2019-02-20,0.86945
2019-02-19,0.87185
2019-02-18,0.87620
2019-02-15,0.87938
2019-02-14,0.87945
2019-02-13,0.87553
2019-02-12,0.87705
2019-02-11,0.87615
2019-02-08,0.87490
2019-02-07,0.87750
2019-02-06,0.87870
2019-02-05,0.87803
2019-02-04,0.87678
2019-02-01,0.87888
2019-01-31,0.87578
2019-01-30,0.87341
2019-01-29,0.86735
2019-01-28,0.86888
2019-01-25,0.86580
2019-01-24,0.87085
2019-01-23,0.87213
2019-01-22,0.88000
2019-01-21,0.88303
2019-01-18,0.88125
2019-01-17,0.88260
2019-01-16,0.88590
2019-01-15,0.89025
2019-01-14,0.89263
2019-01-11,0.90015
2019-01-10,0.90423
2019-01-09,0.89913
2019-01-08,0.89743
2019-01-07,0.89720
2019-01-04,0.89988
2019-01-03,0.90312
2019-01-02,0.90165
2018-12-31,0.89453
2018-12-28,0.90273
2018-12-27,0.90073
2018-12-24,0.90038
2018-12-21,0.90215
2018-12-20,0.90335
2018-12-19,0.90318
2018-12-18,0.89715
2018-12-17,0.89890
2018-12-14,0.89835
2018-12-13,0.89848
2018-12-12,0.90135
2018-12-11,0.90228
2018-12-10,0.90245
2018-12-07,0.89085
2018-12-06,0.88930
2018-12-05,0.88885
2018-12-04,0.89058
2018-12-03,0.89150
2018-11-30,0.89068
2018-11-29,0.89135
2018-11-28,0.88245
2018-11-27,0.88748
2018-11-26,0.88440
2018-11-23,0.88480
2018-11-22,0.88598
2018-11-21,0.89108
2018-11-20,0.88908
2018-11-19,0.89083
2018-11-16,0.88350
2018-11-15,0.88370
2018-11-14,0.87048
2018-11-13,0.86945
2018-11-12,0.87563
2018-11-09,0.87053
2018-11-08,0.87163
2018-11-07,0.87403
2018-11-06,0.87313
2018-11-05,0.87535
2018-11-02,0.87870
2018-11-01,0.88173
2018-10-31,0.88873
2018-10-30,0.89148
2018-10-29,0.88788
2018-10-26,0.88680
2018-10-25,0.88533
2018-10-24,0.88233
2018-10-23,0.88103
2018-10-22,0.88425
2018-10-19,0.88020
2018-10-18,0.87843
2018-10-17,0.87945
2018-10-16,0.87593
2018-10-15,0.88045
2018-10-12,0.87640
2018-10-11,0.87490
2018-10-10,0.87448
2018-10-09,0.87680
2018-10-08,0.88010
2018-10-05,0.88165
2018-10-04,0.88580
2018-10-03,0.88895
2018-10-02,0.89043
2018-10-01,0.89078
2018-09-28,0.88730
2018-09-27,0.88973
2018-09-26,0.89080
2018-09-25,0.89425
2018-09-24,0.89458
2018-09-21,0.89400
2018-09-20,0.88590
2018-09-19,0.88813
2018-09-18,0.88963
2018-09-17,0.88875
2018-09-14,0.89228
2018-09-13,0.89000
2018-09-12,0.89028
2018-09-11,0.89068
2018-09-10,0.89340
2018-09-07,0.89275
2018-09-06,0.89824
2018-09-05,0.90328
2018-09-04,0.90058
2018-09-03,0.90158
2018-08-31,0.89740
2018-08-30,0.89758
2018-08-29,0.90500
2018-08-28,0.90680
2018-08-27,0.90365
2018-08-24,0.90200
2018-08-23,0.89878
2018-08-22,0.89928
2018-08-21,0.89740
2018-08-20,0.89478
2018-08-17,0.89575
2018-08-16,0.89498
2018-08-15,0.89130
2018-08-14,0.89300
2018-08-13,0.89330
2018-08-10,0.89675
2018-08-09,0.89940
2018-08-08,0.90085
2018-08-07,0.89483
2018-08-06,0.89280
2018-08-03,0.89050
2018-08-02,0.89145
2018-08-01,0.89040
2018-07-31,0.89220
2018-07-30,0.89070
2018-07-27,0.88823
2018-07-26,0.88860
2018-07-25,0.88855
2018-07-24,0.89178
2018-07-23,0.89170
2018-07-20,0.89445
2018-07-19,0.89298
2018-07-18,0.89118
2018-07-17,0.88725
2018-07-16,0.88270
2018-07-13,0.88488
2018-07-12,0.88263
2018-07-11,0.88482
2018-07-10,0.88338
2018-07-09,0.88345
2018-07-06,0.88595
2018-07-05,0.88310
2018-07-04,0.88108
2018-07-03,0.88350
2018-07-02,0.88650
2018-06-29,0.88605
2018-06-28,0.88520
2018-06-27,0.88173
2018-06-26,0.88160
2018-06-25,0.88040
2018-06-22,0.87663
2018-06-21,0.87370
2018-06-20,0.87878
2018-06-19,0.87693
2018-06-18,0.87655
2018-06-15,0.87320
2018-06-14,0.87683
2018-06-13,0.88210
2018-06-12,0.88175
2018-06-11,0.88180
2018-06-08,0.87733
2018-06-07,0.88123
2018-06-06,0.87683
2018-06-05,0.87390
2018-06-04,0.87673
2018-06-01,0.87680
2018-05-31,0.87680
2018-05-30,0.87500
2018-05-29,0.87143
2018-05-28,0.87465
2018-05-25,0.87540
2018-05-24,0.87475
2018-05-23,0.87953
2018-05-22,0.87688
2018-05-21,0.87640
2018-05-18,0.87325
2018-05-17,0.87350
2018-05-16,0.87418
2018-05-15,0.87900
2018-05-14,0.88240
2018-05-11,0.88000
2018-05-10,0.87810
2018-05-09,0.87445
2018-05-08,0.87930
2018-05-07,0.88010
2018-05-04,0.88235
2018-05-03,0.88180
2018-05-02,0.88040
2018-04-30,0.87960
2018-04-27,0.87700
2018-04-26,0.87100
2018-04-25,0.87380
2018-04-24,0.87468
2018-04-23,0.87640
2018-04-20,0.87608
2018-04-19,0.86975
2018-04-18,0.87105
2018-04-17,0.86280
2018-04-16,0.86465
2018-04-13,0.86400
2018-04-12,0.86745
2018-04-11,0.87360
2018-04-10,0.87183
2018-04-09,0.87088
2018-04-06,0.87295
2018-04-05,0.87395
2018-04-04,0.87573
2018-04-03,0.87523
2018-03-29,0.87490
2018-03-28,0.87605
2018-03-27,0.87940
2018-03-26,0.87248
2018-03-23,0.87285
2018-03-22,0.87200
2018-03-21,0.87403
2018-03-20,0.87715
2018-03-19,0.87593
2018-03-16,0.88253
2018-03-15,0.88480
2018-03-14,0.88630
2018-03-13,0.88650
2018-03-12,0.88590
2018-03-09,0.88893
2018-03-08,0.89465
2018-03-07,0.89513
2018-03-06,0.89165
2018-03-05,0.89070
2018-03-02,0.89320
2018-03-01,0.88520
2018-02-28,0.88415
2018-02-27,0.88400
2018-02-26,0.87820
2018-02-23,0.87940
2018-02-22,0.88343
2018-02-21,0.88463
2018-02-20,0.88168
2018-02-19,0.88590
2018-02-16,0.88803
2018-02-15,0.88660
2018-02-14,0.89040
2018-02-13,0.88935
2018-02-12,0.88600
2018-02-09,0.88740
2018-02-08,0.87513
2018-02-07,0.88675
2018-02-06,0.88885
2018-02-05,0.88568
2018-02-02,0.87850
2018-02-01,0.87520
2018-01-31,0.87910
2018-01-30,0.87930
2018-01-29,0.87940
2018-01-26,0.87335
2018-01-25,0.87038
2018-01-24,0.87183
2018-01-23,0.87830
2018-01-22,0.88085
2018-01-19,0.88365
2018-01-18,0.88208
2018-01-17,0.88568
2018-01-16,0.88860
2018-01-15,0.89043
2018-01-12,0.88983
2018-01-11,0.89075
2018-01-10,0.88670
2018-01-09,0.88270
2018-01-08,0.88413
2018-01-05,0.88883
2018-01-04,0.89103
2018-01-03,0.88640
2018-01-02,0.88953
2017-12-29,0.88723
2017-12-28,0.88768
2017-12-27,0.88593
2017-12-22,0.88568
2017-12-21,0.88763
2017-12-20,0.88320
2017-12-19,0.88500
2017-12-18,0.88208
2017-12-15,0.88253
2017-12-14,0.88163
2017-12-13,0.87905
2017-12-12,0.88068
2017-12-11,0.88250
2017-12-08,0.87525
2017-12-07,0.88068
2017-12-06,0.88335
2017-12-05,0.88183
2017-12-04,0.87725
2017-12-01,0.88115
2017-11-30,0.87985
2017-11-29,0.88293
2017-11-28,0.89538
2017-11-27,0.89375
2017-11-24,0.89120
2017-11-23,0.89005
2017-11-22,0.88810
2017-11-21,0.88498
2017-11-20,0.88940
2017-11-17,0.89385
2017-11-16,0.89183
2017-11-15,0.89910
2017-11-14,0.89585
2017-11-13,0.89018
2017-11-10,0.88370
2017-11-09,0.88633
2017-11-08,0.88405
2017-11-07,0.88038
2017-11-06,0.88390
2017-11-03,0.88923
2017-11-02,0.88690
2017-11-01,0.87385
2017-10-31,0.87853
2017-10-30,0.87980
2017-10-27,0.88633
2017-10-26,0.89010
2017-10-25,0.88883
2017-10-24,0.89303
2017-10-23,0.89090
2017-10-20,0.89623
2017-10-19,0.89815
2017-10-18,0.89283
2017-10-17,0.89148
2017-10-16,0.88753
2017-10-13,0.88980
2017-10-12,0.90235
2017-10-11,0.89710
2017-10-10,0.89410
2017-10-09,0.89195
2017-10-06,0.89535
2017-10-05,0.89153
2017-10-04,0.88768
2017-10-03,0.88793
2017-10-02,0.88418
2017-09-29,0.88178
2017-09-28,0.87635
2017-09-27,0.87565
2017-09-26,0.87775
2017-09-25,0.87938
2017-09-22,0.88155
2017-09-21,0.88240
2017-09-20,0.88680
2017-09-19,0.88622
2017-09-18,0.88253
2017-09-15,0.88043
2017-09-14,0.89123
2017-09-13,0.90243
2017-09-12,0.89878
2017-09-11,0.90775
2017-09-08,0.91268
2017-09-07,0.91403
2017-09-06,0.91428
2017-09-05,0.91740
2017-09-04,0.91855
2017-09-01,0.92075
2017-08-31,0.91973
2017-08-30,0.92246
2017-08-29,0.92965
2017-08-28,0.92328
2017-08-25,0.92083
2017-08-24,0.92000
2017-08-23,0.92133
2017-08-22,0.91713
2017-08-21,0.91318
2017-08-18,0.91188
2017-08-17,0.90895
2017-08-16,0.90993
2017-08-15,0.91145
2017-08-14,0.90935
2017-08-11,0.90645
2017-08-10,0.90303
2017-08-09,0.90338
2017-08-08,0.90678
2017-08-07,0.90435
2017-08-04,0.90280
2017-08-03,0.90318
2017-08-02,0.89425
2017-08-01,0.89440
2017-07-31,0.89420
2017-07-28,0.89568
2017-07-27,0.88978
2017-07-26,0.89275
2017-07-25,0.89395
2017-07-24,0.89350
2017-07-21,0.89610
2017-07-20,0.88718
2017-07-19,0.88485
2017-07-18,0.88780
2017-07-17,0.87755
2017-07-14,0.87983
2017-07-13,0.88215
2017-07-12,0.88925
2017-07-11,0.88318
2017-07-10,0.88443
2017-07-07,0.88488
2017-07-06,0.88013
2017-07-05,0.87735
2017-07-04,0.87805
2017-07-03,0.87705
2017-06-30,0.87933
2017-06-29,0.87990
2017-06-28,0.88525
2017-06-27,0.88370
2017-06-26,0.87830
2017-06-23,0.87805
2017-06-22,0.88168
2017-06-21,0.87810
2017-06-20,0.88143
2017-06-19,0.87518
2017-06-16,0.87453
2017-06-15,0.87640
2017-06-14,0.87960
2017-06-13,0.88075
2017-06-12,0.88545
2017-06-09,0.87638
2017-06-08,0.86755
2017-06-07,0.86908
2017-06-06,0.87230
2017-06-05,0.87130
2017-06-02,0.87268
2017-06-01,0.87230
2017-05-31,0.87365
2017-05-30,0.86793
2017-05-29,0.87093
2017-05-26,0.87190
2017-05-25,0.86528
2017-05-24,0.86340
2017-05-23,0.86463
2017-05-22,0.86353
2017-05-19,0.85908
2017-05-18,0.85363
2017-05-17,0.85745
2017-05-16,0.85868
2017-05-15,0.84928
2017-05-12,0.84588
2017-05-11,0.84485
2017-05-10,0.83985
2017-05-09,0.84300
2017-05-08,0.84465
2017-05-05,0.84710
2017-05-04,0.84765
2017-05-03,0.84440
2017-05-02,0.84520
2017-04-28,0.84473
2017-04-27,0.84420
2017-04-26,0.84903
2017-04-25,0.84928
2017-04-24,0.84830
2017-04-21,0.83720
2017-04-20,0.83920
2017-04-19,0.83430
2017-04-18,0.84375
2017-04-13,0.84763
2017-04-12,0.84840
2017-04-11,0.85330
2017-04-10,0.85335
2017-04-07,0.85573
2017-04-06,0.85590
2017-04-05,0.85510
2017-04-04,0.85623
2017-04-03,0.85260
2017-03-31,0.85553
2017-03-30,0.86180
2017-03-29,0.86385
2017-03-28,0.86455
2017-03-27,0.86403
2017-03-24,0.86600
2017-03-23,0.86273
2017-03-22,0.86790
2017-03-21,0.86753
2017-03-20,0.86793
2017-03-17,0.86868
2017-03-16,0.86810
2017-03-15,0.87073
2017-03-14,0.87563
2017-03-13,0.87258
2017-03-10,0.87250
2017-03-09,0.86653
2017-03-08,0.86753
2017-03-07,0.86710
2017-03-06,0.86300
2017-03-03,0.86355
2017-03-02,0.85560
2017-03-01,0.85550
2017-02-28,0.85305
2017-02-27,0.85280
2017-02-24,0.84503
2017-02-23,0.84628
2017-02-22,0.84450
2017-02-21,0.84860
2017-02-20,0.85145
2017-02-17,0.85720
2017-02-16,0.85110
2017-02-15,0.84998
2017-02-14,0.85098
2017-02-13,0.84890
2017-02-10,0.85290
2017-02-09,0.85090
2017-02-08,0.85315
2017-02-07,0.86330
2017-02-06,0.85950
2017-02-03,0.86013
2017-02-02,0.86068
2017-02-01,0.85418
2017-01-31,0.86105
2017-01-30,0.84935
2017-01-27,0.85170
2017-01-26,0.85143
2017-01-25,0.85323
2017-01-24,0.86350
2017-01-23,0.86148
2017-01-20,0.86595
2017-01-19,0.86555
2017-01-18,0.86833
2017-01-17,0.86790
2017-01-16,0.87808
2017-01-13,0.87548
2017-01-12,0.86843
2017-01-11,0.86725
2017-01-10,0.86940
2017-01-09,0.86660
2017-01-06,0.85648
2017-01-05,0.85440
2017-01-04,0.84945
2017-01-03,0.84565
2017-01-02,0.85140
2016-12-30,0.85618
2016-12-29,0.85300
2016-12-28,0.85128
2016-12-27,0.85300
2016-12-23,0.85278
2016-12-22,0.84645
2016-12-21,0.84240
2016-12-20,0.83978
2016-12-19,0.84140
2016-12-16,0.83890
2016-12-15,0.83598
2016-12-14,0.83963
2016-12-13,0.83488
2016-12-12,0.83900
2016-12-09,0.83935
2016-12-08,0.84995
2016-12-07,0.85095
2016-12-06,0.84210
2016-12-05,0.84168
2016-12-02,0.84303
2016-12-01,0.84098
2016-11-30,0.85250
2016-11-29,0.84815
2016-11-28,0.85303
2016-11-25,0.85182
2016-11-24,0.84800
2016-11-23,0.85393
2016-11-22,0.85423
2016-11-21,0.85725
2016-11-18,0.86218
2016-11-17,0.86055
2016-11-16,0.86110
2016-11-15,0.86638
2016-11-14,0.85985
2016-11-11,0.86133
2016-11-10,0.87785
2016-11-09,0.89030
2016-11-08,0.89088
2016-11-07,0.89040
2016-11-04,0.88808
2016-11-03,0.88658
2016-11-02,0.90063
2016-11-01,0.90173
2016-10-31,0.90050
2016-10-28,0.89905
2016-10-27,0.89158
2016-10-26,0.89465
2016-10-25,0.88998
2016-10-24,0.89015
2016-10-21,0.89320
2016-10-20,0.89568
2016-10-19,0.89338
2016-10-18,0.89565
2016-10-17,0.90485
2016-10-14,0.89910
2016-10-13,0.90430
2016-10-12,0.89990
2016-10-11,0.90233
2016-10-10,0.90070
2016-10-07,0.90353
2016-10-06,0.88323
2016-10-05,0.88155
2016-10-04,0.87540
2016-10-03,0.87318
2016-09-30,0.86103
2016-09-29,0.86138
2016-09-28,0.86208
2016-09-27,0.86413
2016-09-26,0.87090
2016-09-23,0.86435
2016-09-22,0.85925
2016-09-21,0.85693
2016-09-20,0.86213
2016-09-19,0.85500
2016-09-16,0.85203
2016-09-15,0.85198
2016-09-14,0.85078
2016-09-13,0.84763
2016-09-12,0.84475
2016-09-09,0.84558
2016-09-08,0.84560
2016-09-07,0.83968
2016-09-06,0.83535
2016-09-05,0.83643
2016-09-02,0.84260
2016-09-01,0.84050
2016-08-31,0.84806
2016-08-30,0.85170
2016-08-29,0.85476
2016-08-26,0.85450
2016-08-25,0.85570
2016-08-24,0.85130
2016-08-23,0.85995
2016-08-22,0.86240
2016-08-19,0.86537
2016-08-18,0.86073
2016-08-17,0.86640
2016-08-16,0.87060
2016-08-15,0.86677
2016-08-12,0.86050
2016-08-11,0.86038
2016-08-10,0.85541
2016-08-09,0.85399
2016-08-08,0.84955
2016-08-05,0.84810
2016-08-04,0.84603
2016-08-03,0.83910
2016-08-02,0.84310
2016-08-01,0.84540
2016-07-29,0.84400
2016-07-28,0.84220
2016-07-27,0.83875
2016-07-26,0.83710
2016-07-25,0.83670
2016-07-22,0.84108
2016-07-21,0.83595
2016-07-20,0.83605
2016-07-19,0.83950
2016-07-18,0.83372
2016-07-15,0.83275
2016-07-14,0.83311
2016-07-13,0.83398
2016-07-12,0.84275
2016-07-11,0.85097
2016-07-08,0.85243
2016-07-07,0.85085
2016-07-06,0.85300
2016-07-05,0.84997
2016-07-04,0.83905
2016-07-01,0.83830
2016-06-30,0.82650
2016-06-29,0.82550
2016-06-28,0.82720
2016-06-27,0.83400
2016-06-24,0.80750
2016-06-23,0.76595
2016-06-22,0.76793
2016-06-21,0.76755
2016-06-20,0.77375
2016-06-17,0.78770
2016-06-16,0.79033
2016-06-15,0.79158
2016-06-14,0.79478
2016-06-13,0.79515
2016-06-10,0.78480
2016-06-09,0.78438
2016-06-08,0.78048
2016-06-07,0.77880
2016-06-06,0.78720
2016-06-03,0.77285
2016-06-02,0.77335
2016-06-01,0.77358
2016-05-31,0.76185
2016-05-30,0.76125
2016-05-27,0.76245
2016-05-26,0.75970
2016-05-25,0.75925
2016-05-24,0.76513
2016-05-23,0.77443
2016-05-20,0.77008
2016-05-19,0.76585
2016-05-18,0.77485
2016-05-17,0.78150
2016-05-16,0.78800
2016-05-13,0.78758
2016-05-12,0.78888
2016-05-11,0.78958
2016-05-10,0.78760
2016-05-09,0.78998
2016-05-06,0.78850
2016-05-05,0.78860
2016-05-04,0.79284
2016-05-03,0.79103
2016-05-02,0.78248
2016-04-29,0.78025
2016-04-28,0.77838
2016-04-27,0.77475
2016-04-26,0.77483
2016-04-25,0.77640
2016-04-22,0.78335
2016-04-21,0.78693
2016-04-20,0.79100
2016-04-19,0.78975
2016-04-18,0.79780
2016-04-15,0.79575
2016-04-14,0.79560
2016-04-13,0.79388
2016-04-12,0.79840
2016-04-11,0.80060
2016-04-08,0.80730
2016-04-07,0.80728
2016-04-06,0.80808
2016-04-05,0.80160
2016-04-04,0.79738
2016-04-01,0.79890
2016-03-31,0.79155
2016-03-30,0.78580
2016-03-29,0.78450
2016-03-24,0.78938
2016-03-23,0.78985
2016-03-22,0.78790
2016-03-21,0.78303
2016-03-18,0.77855
2016-03-17,0.78218
2016-03-16,0.78730
2016-03-15,0.78358
2016-03-14,0.77428
2016-03-11,0.77595
2016-03-10,0.76728
2016-03-09,0.77135
2016-03-08,0.77608
2016-03-07,0.77438
2016-03-04,0.77483
2016-03-03,0.77435
2016-03-02,0.77410
2016-03-01,0.77800
2016-02-29,0.78580
2016-02-26,0.78745
2016-02-25,0.78920
2016-02-24,0.78935
2016-02-23,0.77985
2016-02-22,0.78243
2016-02-19,0.77715
2016-02-18,0.77143
2016-02-17,0.77835
2016-02-16,0.77580
2016-02-15,0.77200
2016-02-12,0.77735
2016-02-11,0.78740
2016-02-10,0.77328
2016-02-09,0.77945
2016-02-08,0.77240
2016-02-05,0.76975
2016-02-04,0.76595
2016-02-03,0.75330
2016-02-02,0.75860
2016-02-01,0.76100
2016-01-29,0.76410
2016-01-28,0.76228
2016-01-27,0.75965
2016-01-26,0.76095
2016-01-25,0.75890
2016-01-22,0.75459
2016-01-21,0.77182
2016-01-20,0.77000
2016-01-19,0.76473
2016-01-18,0.76263
2016-01-15,0.76150
2016-01-14,0.75703
2016-01-13,0.75020
2016-01-12,0.75080
2016-01-11,0.74705
2016-01-08,0.74519
2016-01-07,0.74545
2016-01-06,0.73440
2016-01-05,0.73235
2016-01-04,0.73810
2015-12-31,0.73395
2015-12-30,0.73799
2015-12-29,0.74005
2015-12-28,0.73535
2015-12-24,0.73420
2015-12-23,0.73300
2015-12-22,0.73620
2015-12-21,0.72985
2015-12-18,0.72666
2015-12-17,0.72660
2015-12-16,0.72830
2015-12-15,0.72520
2015-12-14,0.72600
2015-12-11,0.72240
2015-12-10,0.72350
2015-12-09,0.72510
2015-12-08,0.72710
2015-12-07,0.71770
2015-12-04,0.72010
2015-12-03,0.71220
2015-12-02,0.70590
2015-12-01,0.70360
2015-11-30,0.70480
2015-11-27,0.70290
2015-11-26,0.70280
2015-11-25,0.70175
2015-11-24,0.70620
2015-11-23,0.70250
2015-11-20,0.70100
2015-11-19,0.69980
2015-11-18,0.70090
2015-11-17,0.70170
2015-11-16,0.70580
2015-11-13,0.70705
2015-11-12,0.70640
2015-11-11,0.70600
2015-11-10,0.70840
2015-11-09,0.71410
2015-11-06,0.71765
2015-11-05,0.71260
2015-11-04,0.70940
2015-11-03,0.71315
2015-11-02,0.71320
2015-10-30,0.71820
2015-10-29,0.71670
2015-10-28,0.72480
2015-10-27,0.72140
2015-10-26,0.71840
2015-10-23,0.71955
2015-10-22,0.73140
2015-10-21,0.73490
2015-10-20,0.73520
2015-10-19,0.73170
2015-10-16,0.73560
2015-10-15,0.73970
2015-10-14,0.74180
2015-10-13,0.74800
2015-10-12,0.74010
2015-10-09,0.74070
2015-10-08,0.73660
2015-10-07,0.73580
2015-10-06,0.73990
2015-10-05,0.74020
2015-10-02,0.73580
2015-10-01,0.73670
2015-09-30,0.73850
2015-09-29,0.73910
2015-09-28,0.73520
2015-09-25,0.73475
2015-09-24,0.73870
2015-09-23,0.72970
2015-09-22,0.72230
2015-09-21,0.72430
2015-09-18,0.72980
2015-09-17,0.72865
2015-09-16,0.72665
2015-09-15,0.73460
2015-09-14,0.73340
2015-09-11,0.73060
2015-09-10,0.72655
2015-09-09,0.72510
2015-09-08,0.72440
2015-09-07,0.73035
2015-09-04,0.73150
2015-09-03,0.73450
2015-09-02,0.73690
2015-09-01,0.73280
2015-08-31,0.72753
2015-08-28,0.73210
2015-08-27,0.73120
2015-08-26,0.73140
2015-08-25,0.72900
2015-08-24,0.73020
2015-08-21,0.71980
2015-08-20,0.71380
2015-08-19,0.70490
2015-08-18,0.70420
2015-08-17,0.71050
2015-08-14,0.71450
2015-08-13,0.71060
2015-08-12,0.71490
2015-08-11,0.70880
2015-08-10,0.70710
2015-08-07,0.70510
2015-08-06,0.70140
2015-08-05,0.69630
2015-08-04,0.70275
2015-08-03,0.70280
2015-07-31,0.70410
2015-07-30,0.70100
2015-07-29,0.70530
2015-07-28,0.70740
2015-07-27,0.71270
2015-07-24,0.70690
2015-07-23,0.70440
2015-07-22,0.69820
2015-07-21,0.69870
2015-07-20,0.69710
2015-07-17,0.69830
2015-07-16,0.69810
2015-07-15,0.70450
2015-07-14,0.70840
2015-07-13,0.71150
2015-07-10,0.72080
2015-07-09,0.71760
2015-07-08,0.71730
2015-07-07,0.70770
2015-07-06,0.70800
2015-07-03,0.71020
2015-07-02,0.71030
2015-07-01,0.70905
2015-06-30,0.71140
2015-06-29,0.70850
2015-06-26,0.71230
2015-06-25,0.71260
2015-06-24,0.71180
2015-06-23,0.71010
2015-06-22,0.71690
2015-06-19,0.71340
2015-06-18,0.71670
2015-06-17,0.71700
2015-06-16,0.71820
2015-06-15,0.72340
2015-06-12,0.72450
2015-06-11,0.72660
2015-06-10,0.72840
2015-06-09,0.73540
2015-06-08,0.73180
2015-06-05,0.73170
2015-06-04,0.73540
2015-06-03,0.72750
2015-06-02,0.72430
2015-06-01,0.71925
2015-05-29,0.71900
2015-05-28,0.71240
2015-05-27,0.70700
2015-05-26,0.70960
2015-05-25,0.71000
2015-05-22,0.71380
2015-05-21,0.70990
2015-05-20,0.71570
2015-05-19,0.72185
2015-05-18,0.72700
2015-05-15,0.72110
2015-05-14,0.72310
2015-05-13,0.71740
2015-05-12,0.71640
2015-05-11,0.71960
2015-05-08,0.72800
2015-05-07,0.74250
2015-05-06,0.73760
2015-05-05,0.73500
2015-05-04,0.73788
2015-04-30,0.72670
2015-04-29,0.71610
2015-04-28,0.71500
2015-04-27,0.71620
2015-04-24,0.71590
2015-04-23,0.71700
2015-04-22,0.71290
2015-04-21,0.71870
2015-04-20,0.71955
2015-04-17,0.71990
2015-04-16,0.71890
2015-04-15,0.71680
2015-04-14,0.72170
2015-04-13,0.72150
2015-04-10,0.72440
2015-04-09,0.72680
2015-04-08,0.72640
2015-04-07,0.72860
2015-04-02,0.73160
2015-04-01,0.72850
2015-03-31,0.72730
2015-03-30,0.73280
2015-03-27,0.72980
2015-03-26,0.73710
2015-03-25,0.73650
2015-03-24,0.73440
2015-03-23,0.73180
2015-03-20,0.72550
2015-03-19,0.71830
2015-03-18,0.72300
2015-03-17,0.71995
2015-03-16,0.71310
2015-03-13,0.71525
2015-03-12,0.70910
2015-03-11,0.70355
2015-03-10,0.71280
2015-03-09,0.71860
2015-03-06,0.72200
2015-03-05,0.72510
2015-03-04,0.72590
2015-03-03,0.72760
2015-03-02,0.72940
2015-02-27,0.72780
2015-02-26,0.73010
2015-02-25,0.73280
2015-02-24,0.73440
2015-02-23,0.73520
2015-02-20,0.73480
2015-02-19,0.73790
2015-02-18,0.73720
2015-02-17,0.74340
2015-02-16,0.74210
2015-02-13,0.74010
2015-02-12,0.73760
2015-02-11,0.73960
2015-02-10,0.74200
2015-02-09,0.74150
2015-02-06,0.74730
2015-02-05,0.74820
2015-02-04,0.75160
2015-02-03,0.75395
2015-02-02,0.75260
2015-01-30,0.75110
2015-01-29,0.74775
2015-01-28,0.74660
2015-01-27,0.74725
2015-01-26,0.74895
2015-01-23,0.74730
2015-01-22,0.76440
2015-01-21,0.76710
2015-01-20,0.76370
2015-01-19,0.76640
2015-01-16,0.76370
2015-01-15,0.76720
2015-01-14,0.77530
2015-01-13,0.77670
2015-01-12,0.77910
2015-01-09,0.77990
2015-01-08,0.78110
2015-01-07,0.78230
2015-01-06,0.78420
2015-01-05,0.78270
2015-01-02,0.78000
2014-12-31,0.77890
2014-12-30,0.78230
2014-12-29,0.78420
2014-12-24,0.78650
2014-12-23,0.78670
2014-12-22,0.78490
2014-12-19,0.78470
2014-12-18,0.78650
2014-12-17,0.79320
2014-12-16,0.79650
2014-12-15,0.79360
2014-12-12,0.79250
2014-12-11,0.79270
2014-12-10,0.78975
2014-12-09,0.79015
2014-12-08,0.78450
2014-12-05,0.78810
2014-12-04,0.78610
2014-12-03,0.78620
2014-12-02,0.79360
2014-12-01,0.79270
2014-11-28,0.79530
2014-11-27,0.79200
2014-11-26,0.79095
2014-11-25,0.79290
2014-11-24,0.79160
2014-11-21,0.79210
2014-11-20,0.79890
2014-11-19,0.79965
2014-11-18,0.79940
2014-11-17,0.79890
2014-11-14,0.79440
2014-11-13,0.79120
2014-11-12,0.78800
2014-11-11,0.78360
2014-11-10,0.78520
2014-11-07,0.78340
2014-11-06,0.78615
2014-11-05,0.78430
2014-11-04,0.78190
2014-11-03,0.78085
2014-10-31,0.78425
2014-10-30,0.78720
2014-10-29,0.79095
2014-10-28,0.78810
2014-10-27,0.78710
2014-10-24,0.78870
2014-10-23,0.79040
2014-10-22,0.79090
2014-10-21,0.79000
2014-10-20,0.79140
2014-10-17,0.79550
2014-10-16,0.79700
2014-10-15,0.79570
2014-10-14,0.79450
2014-10-13,0.78800
2014-10-10,0.78820
2014-10-09,0.78750
2014-10-08,0.78700
2014-10-07,0.78400
2014-10-06,0.78575
2014-10-03,0.78525
2014-10-02,0.78240
2014-10-01,0.77820
2014-09-30,0.77730
2014-09-29,0.78270
2014-09-26,0.78070
2014-09-25,0.78040
2014-09-24,0.78230
2014-09-23,0.78600
2014-09-22,0.78660
2014-09-19,0.78650
2014-09-18,0.78830
2014-09-17,0.79360
2014-09-16,0.79920
2014-09-15,0.79495
2014-09-12,0.79660
2014-09-11,0.79580
2014-09-10,0.80125
2014-09-09,0.80050
2014-09-08,0.80235
2014-09-05,0.79455
2014-09-04,0.79320
2014-09-03,0.79855
2014-09-02,0.79330
2014-09-01,0.79025
2014-08-29,0.79530
2014-08-28,0.79450
