Data Source in SDW: https://sdw.ecb.europa.eu/browse.do?node=9691296
,EXR.D.GBP.EUR.SP00.A
,"ECB reference exchange rate, UK pound sterling/Euro, 2:15 pm (C.E.T.)"
Collection:,Average of observations through period (A)
Period\Unit:,[UK pound sterling ]
2000-02-01,0.60200
2000-01-31,0.60470
2000-01-28,0.60510
2000-01-27,0.60890
2000-01-26,0.60940
2000-01-25,0.60830
2000-01-24,0.60620
2000-01-21,0.61130
2000-01-20,0.61270
2000-01-19,0.61720
2000-01-18,0.61740
2000-01-17,0.61800
2000-01-14,0.62210
2000-01-13,0.62550
2000-01-12,0.62530
2000-01-11,0.62510
2000-01-10,0.62490
2000-01-07,0.62620
2000-01-06,0.63020
2000-01-05,0.63240
2000-01-04,0.62960
2000-01-03,0.62460
1999-12-31,-
1999-12-30,0.62170
1999-12-29,0.62260
1999-12-28,0.62490
1999-12-27,0.62670
1999-12-24,0.62670
1999-12-23,0.62650
1999-12-22,0.62530
1999-12-21,0.62760
1999-12-20,0.62800
1999-12-17,0.62870
1999-12-16,0.62860
1999-12-15,0.62410
1999-12-14,0.62150
1999-12-13,0.62380
1999-12-10,0.62470
1999-12-09,0.62610
1999-12-08,0.62940
1999-12-07,0.63020
1999-12-06,0.63100
1999-12-03,0.62550
1999-12-02,0.62920
1999-12-01,0.63040
1999-11-30,0.63250
1999-11-29,0.62970
1999-11-26,0.63010
1999-11-25,0.63120
1999-11-24,0.63310
1999-11-23,0.63480
1999-11-22,0.63610
1999-11-19,0.63530
1999-11-18,0.63970
1999-11-17,0.64000
1999-11-16,0.63690
1999-11-15,0.63710
1999-11-12,0.63800
1999-11-11,0.64140
1999-11-10,0.64160
1999-11-09,0.64150
1999-11-08,0.64120
1999-11-05,0.63970
1999-11-04,0.63890
1999-11-03,0.63610
1999-11-02,0.63820
1999-11-01,0.64130
1999-10-29,0.63930
1999-10-28,0.64150
1999-10-27,0.63920
1999-10-26,0.64130
1999-10-25,0.64330
1999-10-22,0.64260
1999-10-21,0.64460
1999-10-20,0.64600
1999-10-19,0.64740
1999-10-18,0.65090
1999-10-15,0.65190
1999-10-14,0.64990
1999-10-13,0.65180
1999-10-12,0.64590
1999-10-11,0.64240
1999-10-08,0.64510
1999-10-07,0.64900
1999-10-06,0.64880
1999-10-05,0.64560
1999-10-04,0.64690
1999-10-01,0.64990
1999-09-30,0.64750
1999-09-29,0.64300
1999-09-28,0.63620
1999-09-27,0.63270
1999-09-24,0.63740
1999-09-23,0.63900
1999-09-22,0.64230
1999-09-21,0.63830
1999-09-20,0.64100
1999-09-17,0.64230
1999-09-16,0.64160
1999-09-15,0.64620
1999-09-14,0.64680
1999-09-13,0.64070
1999-09-10,0.64630
1999-09-09,0.65130
1999-09-08,0.65360
1999-09-07,0.65760
1999-09-06,0.66070
1999-09-03,0.66340
1999-09-02,0.66310
1999-09-01,0.65930
1999-08-31,0.65850
1999-08-30,0.65820
1999-08-27,0.65880
1999-08-26,0.65740
1999-08-25,0.65720
1999-08-24,0.65760
1999-08-23,0.65800
1999-08-20,0.65900
1999-08-19,0.65560
1999-08-18,0.65560
1999-08-17,0.65840
1999-08-16,0.65850
1999-08-13,0.66190
1999-08-12,0.66140
1999-08-11,0.66230
1999-08-10,0.66550
1999-08-09,0.66650
1999-08-06,0.66500
1999-08-05,0.66700
1999-08-04,0.66270
1999-08-03,0.65880
1999-08-02,0.65910
1999-07-30,0.65980
1999-07-29,0.66650
1999-07-28,0.66830
1999-07-27,0.66800
1999-07-26,0.67310
1999-07-23,0.66340
1999-07-22,0.66420
1999-07-21,0.66530
1999-07-20,0.66180
1999-07-19,0.65110
1999-07-16,0.65090
1999-07-15,0.65130
1999-07-14,0.65230
1999-07-13,0.65380
1999-07-12,0.65270
1999-07-09,0.65770
1999-07-08,0.65440
1999-07-07,0.65630
1999-07-06,0.65140
1999-07-05,0.64910
1999-07-02,0.64980
1999-07-01,0.65020
1999-06-30,0.65630
1999-06-29,0.65440
1999-06-28,0.65640
1999-06-25,0.65780
1999-06-24,0.65330
1999-06-23,0.65110
1999-06-22,0.64980
1999-06-21,0.65060
1999-06-18,0.65060
1999-06-17,0.64810
1999-06-16,0.65100
1999-06-15,0.65010
1999-06-14,0.64730
1999-06-11,0.65060
1999-06-10,0.65380
1999-06-09,0.65230
1999-06-08,0.64890
1999-06-07,0.64140
1999-06-04,0.64120
1999-06-03,0.64580
1999-06-02,0.64430
1999-06-01,0.65050
1999-05-31,0.65240
1999-05-28,0.65460
1999-05-27,0.65510
1999-05-26,0.65800
1999-05-25,0.66340
1999-05-24,0.66170
1999-05-21,0.65830
1999-05-20,0.65910
1999-05-19,0.65690
1999-05-18,0.65920
1999-05-17,0.65980
1999-05-14,0.66010
1999-05-13,0.65600
1999-05-12,0.65770
1999-05-11,0.66190
1999-05-10,0.66040
1999-05-07,0.66100
1999-05-06,0.66010
1999-05-05,0.65520
1999-05-04,0.65530
1999-05-03,0.65710
1999-04-30,0.65710
1999-04-29,0.65840
1999-04-28,0.65830
1999-04-27,0.65870
1999-04-26,0.65690
1999-04-23,0.65830
1999-04-22,0.65850
1999-04-21,0.65930
1999-04-20,0.65890
1999-04-19,0.65860
1999-04-16,0.66330
1999-04-15,0.66820
1999-04-14,0.66670
1999-04-13,0.66710
1999-04-12,0.67230
1999-04-09,0.67240
1999-04-08,0.67310
1999-04-07,0.67720
1999-04-06,0.67590
1999-04-05,0.67020
1999-04-02,0.67200
1999-04-01,0.66900
1999-03-31,0.66630
1999-03-30,0.66380
1999-03-29,0.66150
1999-03-26,0.66500
1999-03-25,0.66680
1999-03-24,0.66530
1999-03-23,0.67060
1999-03-22,0.66770
1999-03-19,0.67080
1999-03-18,0.67600
1999-03-17,0.67440
1999-03-16,0.67030
1999-03-15,0.67390
1999-03-12,0.66860
1999-03-11,0.66940
1999-03-10,0.67460
1999-03-09,0.67540
1999-03-08,0.67760
1999-03-05,0.67370
1999-03-04,0.67590
1999-03-03,0.67230
1999-03-02,0.67640
1999-03-01,0.68290
1999-02-26,0.68730
1999-02-25,0.68880
1999-02-24,0.68830
1999-02-23,0.67960
1999-02-22,0.67890
1999-02-19,0.68380
1999-02-18,0.68710
1999-02-17,0.68730
1999-02-16,0.68540
1999-02-15,0.68950
1999-02-12,0.69170
1999-02-11,0.69750
1999-02-10,0.69540
1999-02-09,0.69110
1999-02-08,0.68880
1999-02-05,0.68850
1999-02-04,0.68940
1999-02-03,0.69250
1999-02-02,0.68880
1999-02-01,0.69040
1999-01-29,0.69100
1999-01-28,0.69280
1999-01-27,0.69680
1999-01-26,0.69760
1999-01-25,0.69890
1999-01-22,0.70050
1999-01-21,0.70230
1999-01-20,0.70140
1999-01-19,0.70000
1999-01-18,0.70130
1999-01-15,0.70390
1999-01-14,0.70620
1999-01-13,0.70840
1999-01-12,0.70660
1999-01-11,0.70440
1999-01-08,0.70940
1999-01-07,0.70585
1999-01-06,0.70760
1999-01-05,0.71220
1999-01-04,0.71110
